Click Time,Install Time,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Site Id (af_siteid),Cost Per Install (af_cpi),Country Code,City,IP,WIFI,Language,Appsflyer Device Id,Customer User Id,IDFA,MAC,Device Name,Device Type,OS Version,SDK Version,App Version,Sub Param 1 (af_sub1),Sub Param 2 (af_sub2),Sub Param 3 (af_sub3),Sub Param 4 (af_sub4),Sub Param 5 (af_sub5),Click URL,Contributor 1,Contributor 2,Contributor 3
2015-01-19 02:00:00,2015-01-19 02:11:20,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.4.253,No,th-TH,1421658065000-878706,,244962AB-9FA3-4663-B257-855FF2EC9001,,kitkat erojizh,iPad 3,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 01:19:00,2015-01-19 02:06:30,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.97.94.57,Yes,th-TH,1421655550000-4397345,,3CA0C627-B803-4E5D-A144-675B7DCA1D1F,,iPhone king jujub,iPhone 5s,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 01:20:00,2015-01-19 01:57:54,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Melbourne,120.147.211.122,Yes,en-GB,1421583640000-4042213,,CA07282E-77FB-4CFF-AB3E-914BC54987A4,,Cameron’s iPhone,iPhone 6 Plus,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 14:51:00,2015-01-19 01:54:30,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.237.167.193,No,th-TH,1421617907000-494968,,FE470628-40FF-4F5C-B26D-E5728647F270,,iPhone,iPhone 5s,8.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 01:44:00,2015-01-19 01:54:17,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,180.183.113.5,Yes,th-TH,1421657086000-2779054,,90353D30-8274-4536-A772-3AF04BA272B0,,NoTe iPad^_^,iPad Mini 2G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 01:01:00,2015-01-19 01:50:54,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Brisbane,58.106.30.58,Yes,en-AU,1421665316000-6042117,,10EA9A77-53EA-4C2E-9493-772FC83DCE25,,greg's iPad,iPad5;4,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:56:00,2015-01-19 01:49:10,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Parramatta,110.174.63.76,Yes,en-AU,1421621810000-6033197,,16CAFC33-7861-46DF-84AE-58D8459D6070,,Mary-Anne's iPhone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-28 00:50:00,2015-01-19 01:45:47,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.9.146,No,th-TH,1417161032000-1688159,b620362d-297e-4b0a-af2e-a71efd547e73,BF1D81FF-5914-4C00-A3D8-74691A2540D3,,iPhone daaiw,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 17:34:00,2015-01-19 01:41:49,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.99.39,No,th-TH,1421627674000-1860463,,B01A505A-1C4B-4C0C-BA9A-1EC8F6246079,,iTree by Cheaper iPhone,iPhone 4S,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-02 13:49:00,2015-01-19 01:35:56,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,110.169.58.104,Yes,th-TH,1417553387000-7505679,f924d133-cb0b-4594-860a-f3514a20c8ae,1F9CC934-5697-43E7-9431-8977BAD3B311,,Admin’s iPhone,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-21 11:15:00,2015-01-19 01:28:00,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.46.149,No,th-TH,1419185736000-8383941,2aa94b5a-47d6-4655-a1b4-4f7adaa1e0f9,8816F627-B22D-45A3-A6D6-CA3F82174E90,,iPhone,iPhone 5,8.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 01:13:00,2015-01-19 01:27:38,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,223.206.113.85,Yes,th-TH,1421655274000-3371820,52860753-bce8-4732-9f94-77f2b5e8cef5,06649FA8-276B-4DEF-95C9-B5CEAB730305,,iPhone,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:02:00,2015-01-19 01:20:12,,Facebook Ads,AUS - iOS - iPhone - Graphic,,,AU,Berri,60.231.213.47,Yes,en-AU,1421616755000-9185194,,DD95559A-9E33-41E3-95AB-D38A71C39163,,Hilal's iPhone,iPhone 5s,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:45:00,2015-01-19 01:19:12,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.230.206,No,th-TH,1421653169000-7832478,,6F03B8CB-174A-4940-855E-E3BF0D0622A1,,iPhone,iPhone 5c,8.0.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 01:13:00,2015-01-19 01:19:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,223.206.113.85,Yes,th-TH,1421655274000-3371820,,06649FA8-276B-4DEF-95C9-B5CEAB730305,,iPhone,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 23:55:00,2015-01-19 01:11:04,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.93.229,No,th-TH,1421650561000-8409071,,6453DB1E-E0AE-452F-975E-E7BA7F657B4F,,Iphone mac1,iPhone 5s,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-06 12:44:00,2015-01-19 01:09:28,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,125.25.230.234,Yes,th-TH,1420653206000-1338794,70629223-f213-45ef-b142-1e2708241214,6ED5555B-04B0-4B39-95CE-20DF08604466,,iPhone,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:22:00,2015-01-19 01:08:57,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.47.232.51,No,th-TH,1421652156000-7226238,4796e034-d5c2-4511-a01c-0eba9e0863f0,27C74BA8-0C2C-462F-9045-0B9857B9627C,,iPhone,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-06 12:22:00,2015-01-19 00:59:26,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Chiang Mai,180.183.204.94,Yes,en-TH,1418895189000-6668169,2f279b9b-1ad4-4c6c-9654-c10984235af1,DB5CB525-8326-4706-90FA-2F7C78E2C550,,iPad,iPad mini 1G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:22:00,2015-01-19 00:59:04,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.47.232.51,No,th-TH,1421652156000-7226238,,27C74BA8-0C2C-462F-9045-0B9857B9627C,,iPhone,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 23:40:00,2015-01-19 00:54:08,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,1.47.40.193,No,th-TH,1421649689000-9779471,,86578139-4CEE-4D5B-B6F7-DC4DC3AAD713,,m-shop’s iPhone,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 15:05:00,2015-01-19 00:54:07,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.40.75,No,th-TH,1421618739000-9172861,,9F74FD0C-0162-4703-B0ED-363FD36F05F5,,iPhone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:46:00,2015-01-19 00:53:52,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.141.193,No,th-TH,1421653636000-5678293,,CC3015D8-37A4-4FEC-BA97-955304B00E35,,iPhone ,iPhone 5c,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:46:00,2015-01-19 00:52:00,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.141.193,No,th-TH,1421653636000-5678293,,CC3015D8-37A4-4FEC-BA97-955304B00E35,,iPhone ,iPhone 5c,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:36:00,2015-01-19 00:51:48,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.43.159,Yes,th-TH,1421653029000-8218972,,C1AB1153-FD6A-4F9D-99F3-49BB9A9D2203,,iPhone ของ Sanchai,iPhone 6 Plus,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 23:55:00,2015-01-19 00:51:37,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.95.43,No,th-TH,1421650561000-8409071,,6453DB1E-E0AE-452F-975E-E7BA7F657B4F,,Iphone mac1,iPhone 5s,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 06:12:00,2015-01-19 00:46:37,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.78.93,No,th-TH,1421586814000-6130493,98c8f962-74c0-42b7-9b04-d361826ae601,749843F5-8AD9-466C-A771-7AF1DB934E6D,,iPhone (2),iPhone 4S,8.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-13 11:21:00,2015-01-19 00:45:30,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,182.53.61.21,No,th-TH,1418494872000-7145029,523d9ca6-2848-4975-9459-86f78eecf440,B207A624-4C73-42A8-B90C-9A3A889C535E,,iPad ของ Chompoonut,iPad mini 1G,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-13 11:21:00,2015-01-19 00:45:30,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,182.53.61.21,No,th-TH,1418494872000-7145029,523d9ca6-2848-4975-9459-86f78eecf440,B207A624-4C73-42A8-B90C-9A3A889C535E,,iPad ของ Chompoonut,iPad mini 1G,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:36:00,2015-01-19 00:40:44,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.43.159,Yes,th-TH,1421653029000-8218972,,C1AB1153-FD6A-4F9D-99F3-49BB9A9D2203,,iPhone ของ Sanchai,iPhone 6 Plus,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 14:23:00,2015-01-19 00:22:26,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.96.125,No,th-TH,1421616233000-2526097,25c41a49-b458-4b29-b11e-000111dc5d48,C683E910-F244-4D0F-BD29-406146A3B7B3,,Kanasorn’s iPhone,iPhone 4,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-19 00:12:00,2015-01-19 00:18:57,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,N/A,110.21.19.10,Yes,en-AU,1421665980000-9560567,,076CC920-123F-49F0-8F54-3E0A65907756,,Anh Linh’s iPad,iPad 3,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 13:13:00,2015-01-19 00:18:15,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.107.64,No,th-TH,1421612039000-4432090,,F919BF8F-E8D0-4B28-865F-0043CAE45AEE,,Aekkarint’s iPhone,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 13:13:00,2015-01-19 00:13:05,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.107.64,No,th-TH,1421612039000-4432090,,F919BF8F-E8D0-4B28-865F-0043CAE45AEE,,Aekkarint’s iPhone,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 15:25:00,2015-01-19 00:12:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.80.55,No,th-TH,1421619902000-1161776,,0D802B54-660F-4CD4-BB02-86CB8C1FEFAB,,Panida Buaphat,iPhone 6,8.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 14:23:00,2015-01-19 00:08:48,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.96.125,No,th-TH,1421616233000-2526097,,C683E910-F244-4D0F-BD29-406146A3B7B3,,Kanasorn’s iPhone,iPhone 4,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 15:25:00,2015-01-19 00:07:51,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.80.55,No,th-TH,1421619902000-1161776,,0D802B54-660F-4CD4-BB02-86CB8C1FEFAB,,Panida Buaphat,iPhone 6,8.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 22:57:00,2015-01-19 00:03:06,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Werribee,120.147.64.151,Yes,en-AU,1421661446000-402599,,21427326-4F85-4FA8-AD98-629D3D64FE8D,,Erika's iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-12 08:28:00,2015-01-18 23:53:14,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,124.120.157.130,Yes,th-TH,1418398130000-8554057,004a700f-8f48-45c8-b9f6-e1e775523e71,39E5B26A-83FA-47F0-82B9-15F5B88FC78A,,iPad ของ ผู้ดูแลระบบ,iPad 3,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 12:14:00,2015-01-18 23:45:32,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.210.244,No,th-TH,1421522112000-8376797,,1D9278D6-4BD2-4B12-A4FE-00027AFFB603,,iPhone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 23:25:00,2015-01-18 23:45:32,,Facebook Ads,AUS - iOS - iPhone - Graphic,,,AU,Eastwood,101.170.213.81,No,en-AU,1421663116000-383163,,57BBBB11-9D04-4160-80F2-2EF3D3B5BD0E,,kimberley's,iPhone 5c,8.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 23:34:00,2015-01-18 23:37:58,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.143.191,No,th-TH,1421649198000-7532630,,4187AC78-72C1-46CE-BBB1-2A6F7BA694F6,,iPhone,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 06:16:00,2015-01-18 23:19:00,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Sydney,49.195.1.202,No,en-US,1421601423000-840970,,7F596B3A-5832-4A54-BF5B-CDAFF49AF88E,,Amys Iphone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-19 23:01:00,2015-01-18 23:13:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.6.245.182,Yes,th-TH,1416463292000-9569481,bb637535-51b1-495a-86ad-bb724fbbadd4,F107F7E8-3340-4849-A13D-74D1E7345043,,iPad ของ Khaofang,iPad Air,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-15 02:37:00,2015-01-18 23:09:13,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,27.55.7.237,No,th-TH,1421585791000-883183,,41325D04-8AAF-4335-BDC8-D48DA6E52928,,Cap,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-08 23:02:00,2015-01-18 23:08:13,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.47.164,No,th-TH,1418104939000-4408338,a4629f25-ff1c-40fa-b9c2-04d502552f3f,5B848BA3-C650-4456-84CA-BBE44EAC774F,,iPhone,iPhone 6,8.0.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 20:48:00,2015-01-18 22:07:30,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Ipswich,114.77.252.58,Yes,en-AU,1421650138000-9321535,,2AD02FFB-FD31-4640-BBF2-61F251322071,,Elissa kaminski's iPhone,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 20:48:00,2015-01-18 22:02:12,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Ipswich,114.77.252.58,Yes,en-AU,1421650138000-9321535,,2AD02FFB-FD31-4640-BBF2-61F251322071,,Elissa kaminski's iPhone,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 20:48:00,2015-01-18 21:16:41,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.129.224,No,en-US,1421639214000-6745192,075cd5bb-e643-4578-9a15-0d02e009d482,6DCAA24E-4450-408F-AB40-DA1DE50DC5E3,,Pcrp',iPhone 4S,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 16:26:00,2015-01-18 21:14:24,,Facebook Ads,AUS - iOS - iPhone - Graphic,,,AU,Fitzroy,58.6.229.67,Yes,en-AU,1421637973000-7429460,,14C5E27B-E346-43F4-ABC7-81F5E1E7ED65,,R’s iPhone,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 21:02:00,2015-01-18 21:04:45,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,14.207.246.233,Yes,th-TH,1421640152000-219772,,D3D4A916-E43E-4F43-A03C-2D43CF486CC6,,Touchshopzeer’s iPhone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 20:48:00,2015-01-18 20:57:29,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,171.7.84.22,Yes,en-US,1421639214000-6745192,,6DCAA24E-4450-408F-AB40-DA1DE50DC5E3,,Pcrp',iPhone 4S,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 20:32:00,2015-01-18 20:51:10,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,171.6.159.16,Yes,th-TH,1421638386000-9093024,,E0438B1D-AA5B-428E-A3C0-C35F43726E08,,iPhone ของ Kraingkrai,iPhone 4,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 13:48:00,2015-01-18 20:39:55,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,27.145.74.187,Yes,th-TH,1421614135000-644742,ca7da4e9-1347-4814-9d86-ef6d3436f251,74272A80-1F28-4F1C-AA57-A5E0AD39CBEC,,iPhone ของ Administrator,iPhone 5,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 20:22:00,2015-01-18 20:31:30,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,180.183.100.60,Yes,th-TH,1421637820000-6507694,,11A362A9-12A4-4E3F-B92E-23F21D4F488B,,iPhone,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
